Gender,Age,Semester,Study_Hours_Per_Day,Assignment_Load,Sleep_Hours,Attendance_Percentage,Screen_Time_Hours,Caffeine_Intake,Extracurricular_Hours,Exam_Pressure,Financial_Stress,Social_Support,target
1.0278887439421052,-1.510138861665138,0.2137674057299592,0.44122796219528293,-0.5582169100721046,-0.09932849802654188,-0.28905776542613143,0.6284596019278527,-0.8910537895785775,1.4479193997717188,-1.233081422039314,1.13943164627843,-1.2716620981863542,2
-0.9728679352639392,-1.510138861665138,-1.5180191723355319,1.5073178738721973,-1.279078133732611,-0.23935105031065415,-0.3834825152590857,-0.28881368691880005,-0.8910537895785775,0.8629014604700141,1.5545275857500216,-1.5714837946814035,1.1638056685180176,1
1.0278887439421052,0.9973561348730734,1.0796606947627048,1.6139268650398884,-0.5582169100721046,0.8808293679622434,1.0328887322352287,-0.49265219555138967,0.8970140155958254,-0.3071344181333948,-1.581532548012981,-0.8937549344414452,0.46795773517391137,1
-0.9728679352639392,-0.5071408630498535,-0.6521258833027863,0.49453245777912846,-0.5582169100721046,-0.44938487873682226,0.3719154834045486,-0.49265219555138967,-1.4870763913033784,-1.477170296736804,0.5091742078290207,-1.2326193645614245,0.12003376850185825,2
-0.9728679352639392,0.4958571355654311,0.2137674057299592,0.17470548427605434,-1.639508745562864,-1.9896329538620559,1.127313482068183,-1.7666428745050733,0.8970140155958254,-1.477170296736804,0.5091742078290207,-1.2326193645614245,1.1638056685180176,1
-0.9728679352639392,1.4988551341807157,0.6467140502463319,-0.6781664450654772,1.6043667609094143,-1.0094750878732708,-0.47790726509204,0.27174221182082064,1.4930366173206262,-1.477170296736804,-1.581532548012981,-0.554890504321466,-0.22789019817019487,2
1.0278887439421052,1.4988551341807157,-0.21917923878641354,-1.051297914152397,-1.279078133732611,-1.429542744725607,0.6551897329034115,1.4438136364582101,-0.2950311878537765,0.27788352116830967,0.16072308185535378,-0.8937549344414452,0.12003376850185825,1
-0.9728679352639392,-1.0086398623574957,0.2137674057299592,-0.35833947156240287,-1.279078133732611,0.11070533039962623,-0.6667567647579487,-1.4608851115561892,0.8970140155958254,1.4479193997717188,-0.5361791700919801,-0.8937549344414452,0.8158817018459645,1
-0.9728679352639392,-0.5071408630498535,-0.21917923878641354,-0.6781664450654772,0.1626443135884017,0.18071660654168267,-1.3277300135886287,-1.2060869757654524,-0.8910537895785775,-1.477170296736804,0.16072308185535378,0.4617027860384716,-0.22789019817019487,2
1.0278887439421052,-1.0086398623574957,0.6467140502463319,0.3346189710275914,-0.5582169100721046,-0.5894074310209345,1.3161629817340916,-0.3397733140769472,0.3009914138710244,1.4479193997717188,0.8576253338026877,-0.8937549344414452,-0.22789019817019487,2
1.0278887439421052,-1.0086398623574957,0.2137674057299592,-0.7314709406493229,1.6043667609094143,1.7909759578089723,0.9384639824022744,-0.034015551128063294,0.8970140155958254,0.27788352116830967,0.16072308185535378,-0.554890504321466,-0.9237381315143012,2
-0.9728679352639392,-1.510138861665138,-1.5180191723355319,-1.2112114009039345,-1.279078133732611,0.8808293679622434,-0.7611815145909029,-1.2570466029236,1.4930366173206262,-0.8921523574350994,0.5091742078290207,1.4782960763984092,-1.2716620981863542,2
